Record,Date & Time, Int temp, Int pressure, LH temp, RH temp,Unnamed: 6
1344758,20/06/2023 15:09:51,183.1,26.42621,149.8,149.9,1
1344759,20/06/2023 15:10:51,181.5,24.28212,150.0,149.6,1
1344760,20/06/2023 15:11:51,176.7,24.27344,149.9,150.3,1
1344761,20/06/2023 15:12:51,172.1,24.33131,150.0,150.4,1
1344762,20/06/2023 15:13:51,166.3,24.59896,150.3,150.3,1
1344763,20/06/2023 15:14:51,162.6,24.38773,150.4,150.0,1
1344764,20/06/2023 15:15:51,157.7,24.39352,150.6,149.7,1
1344765,20/06/2023 15:16:51,154.5,24.38629,150.8,149.6,1
1344766,20/06/2023 15:17:51,151.1,24.37326,150.2,149.9,1
1344767,20/06/2023 15:18:51,148.1,24.34578,149.8,150.4,1
1344768,20/06/2023 15:19:51,143.3,24.37471,149.7,150.2,1
1344769,20/06/2023 15:20:51,140.0,24.38773,149.9,150.4,1
1344770,20/06/2023 15:21:51,134.8,24.3342,150.0,150.3,1
1344771,20/06/2023 15:22:51,132.8,24.39496,150.0,150.3,1
1344772,20/06/2023 15:23:51,129.4,24.37326,150.3,150.0,1
1344773,20/06/2023 15:24:51,125.3,24.36748,150.3,149.8,1
1344774,20/06/2023 15:25:51,122.9,24.36314,150.4,149.6,1
1344775,20/06/2023 15:26:51,119.7,24.38194,150.3,149.7,1
1344776,20/06/2023 15:27:51,117.8,24.37182,150.4,150.0,1
1344777,20/06/2023 15:28:51,115.2,24.36314,150.4,150.4,1
1344778,20/06/2023 15:29:51,114.5,24.39063,150.3,150.2,1
1344779,20/06/2023 15:30:51,111.3,24.38339,150.4,149.9,1
1344780,20/06/2023 15:31:51,38.0,19.81886,150.3,149.8,1
1344781,20/06/2023 15:32:51,35.8,15.50318,150.5,149.6,1
1344782,20/06/2023 15:33:51,35.2,17.60532,150.5,149.7,1
1344783,20/06/2023 15:34:51,35.1,14.93605,150.7,150.0,1
1344784,20/06/2023 15:35:51,34.9,15.55093,150.5,150.3,1
1344785,20/06/2023 15:36:51,40.8,-0.9291088,149.9,150.5,1
1344786,20/06/2023 15:37:51,40.6,-0.9204282,149.7,150.3,0
1344787,20/06/2023 15:38:51,40.7,-0.8972801,150.1,150.1,0
1344788,20/06/2023 15:39:51,40.7,-0.6875,150.0,150.2,0
1344789,20/06/2023 15:40:51,40.7,-0.6556713,150.2,149.9,0
1344790,20/06/2023 15:41:51,40.8,-0.6368635,150.1,149.8,0
1344791,20/06/2023 15:42:51,40.8,-0.6310764,150.1,149.7,0
1344792,20/06/2023 15:43:51,40.9,-0.6281829,150.1,149.6,0
1344793,20/06/2023 15:44:51,40.9,-0.6281829,150.2,149.6,0
1344794,20/06/2023 15:45:51,40.9,-0.5630787,150.3,149.7,0
1344795,20/06/2023 15:46:51,41.0,-0.5616319,150.3,150.3,0
1344796,20/06/2023 15:47:51,41.0,-0.5616319,150.2,150.3,0
1344797,20/06/2023 15:48:51,41.1,-0.5616319,150.2,150.5,0
1344798,20/06/2023 15:49:51,41.1,-0.5587385,150.3,150.4,0
1344799,20/06/2023 15:50:51,41.1,-0.5616319,150.2,150.1,0
1344800,20/06/2023 15:51:50,55.7,-0.3634259,150.3,150.1,0
1344801,20/06/2023 15:52:50,56.4,-0.4719329,150.1,149.9,0
1344802,20/06/2023 15:53:50,90.8,-0.5095486,150.0,149.7,0
1344803,20/06/2023 15:54:50,80.3,-0.6440972,150.1,149.6,0
1344804,20/06/2023 15:55:50,84.4,-0.6426505,149.9,149.6,0
1344805,20/06/2023 15:56:50,94.7,-0.8032408,149.8,150.0,0
1344806,20/06/2023 15:57:50,110.8,-0.416956,149.8,150.3,1
1344807,20/06/2023 15:58:50,136.1,2.641493,149.7,149.9,1
1344808,20/06/2023 15:59:50,162.7,6.03125,149.8,149.6,1
1344809,20/06/2023 16:00:50,180.9,9.587385,150.0,150.5,1
1344810,20/06/2023 16:01:50,192.0,12.24074,150.0,150.3,1
1344811,20/06/2023 16:02:50,197.6,13.73958,150.4,149.7,1
1344812,20/06/2023 16:03:50,186.2,10.94589,150.6,149.7,1
1344813,20/06/2023 16:04:50,196.5,13.4864,150.8,150.5,1
1344814,20/06/2023 16:05:50,199.8,14.35156,150.7,149.9,1
1344815,20/06/2023 16:06:50,200.8,14.56134,150.6,149.6,1
1344816,20/06/2023 16:07:50,201.4,14.84491,150.5,150.5,1
1344817,20/06/2023 16:08:50,201.9,14.94184,150.6,150.4,1
1344818,20/06/2023 16:09:50,201.9,14.9592,150.4,150.1,1
1344819,20/06/2023 16:10:50,202.0,14.96788,150.7,149.7,1
1344820,20/06/2023 16:11:50,201.6,14.84635,150.7,150.0,1
1344821,20/06/2023 16:12:50,201.5,14.84491,150.7,150.5,1
1344822,20/06/2023 16:13:50,201.9,14.86806,150.2,150.2,1
1344823,20/06/2023 16:14:50,182.2,24.39641,149.9,149.8,1
1344824,20/06/2023 16:15:50,181.1,24.42969,149.8,149.6,1
1344825,20/06/2023 16:16:50,178.1,24.41233,149.9,150.1,1
1344826,20/06/2023 16:17:50,174.2,24.3805,149.8,150.2,1
1344827,20/06/2023 16:18:50,170.1,24.46585,149.8,150.4,1
1344828,20/06/2023 16:19:50,166.3,24.46441,149.8,150.0,1
1344829,20/06/2023 16:20:50,163.1,24.40364,149.8,149.7,1
1344830,20/06/2023 16:21:50,159.3,24.31684,149.8,149.6,1
1344831,20/06/2023 16:22:50,154.9,24.41811,149.8,149.6,1
1344832,20/06/2023 16:23:50,151.6,24.36024,149.9,149.7,1
1344833,20/06/2023 16:24:50,150.5,24.38194,149.9,150.4,1
1344834,20/06/2023 16:25:50,147.1,24.43258,150.0,150.4,1
1344835,20/06/2023 16:26:50,144.1,24.39352,150.4,150.2,1
1344836,20/06/2023 16:27:50,141.3,24.39496,150.6,150.0,1
1344837,20/06/2023 16:28:50,138.4,24.37471,150.7,149.9,1
1344838,20/06/2023 16:29:50,135.7,24.44705,150.7,149.8,1
1344839,20/06/2023 16:30:50,133.2,24.39931,150.6,149.7,1
1344840,20/06/2023 16:31:50,130.4,25.11979,150.5,149.7,1
1344841,20/06/2023 16:32:50,128.0,24.41811,150.3,149.6,1
1344842,20/06/2023 16:33:50,125.9,24.38484,149.8,149.6,1
1344843,20/06/2023 16:34:50,123.4,24.38484,149.8,150.0,1
1344844,20/06/2023 16:35:50,121.2,24.42535,149.8,150.0,1
1344845,20/06/2023 16:36:50,39.2,21.83854,149.8,150.2,1
1344846,20/06/2023 16:37:50,36.2,18.45747,149.7,150.4,1
1344847,20/06/2023 16:38:50,35.1,15.38744,149.7,150.0,1
1344848,20/06/2023 16:39:50,34.8,13.60648,149.9,149.8,1
1344849,20/06/2023 16:40:50,34.7,11.87037,150.0,149.7,1
1344850,20/06/2023 16:41:50,40.2,-0.3258101,149.9,149.6,1
1344851,20/06/2023 16:42:50,41.5,-0.9305556,150.0,149.6,0
1344852,20/06/2023 16:43:50,41.3,-0.9175347,149.9,149.9,0
1344853,20/06/2023 16:44:50,48.5,-0.537037,149.8,150.3,0
1344854,20/06/2023 16:45:50,48.8,-0.5963542,149.9,150.4,0
1344855,20/06/2023 16:46:50,95.6,-0.3229166,150.0,150.4,0
1344856,20/06/2023 16:47:50,110.6,1.028357,150.1,150.1,1
1344857,20/06/2023 16:48:50,148.9,4.031829,150.3,149.7,1
1344858,20/06/2023 16:49:50,172.0,7.702257,150.3,149.8,1
1344859,20/06/2023 16:50:50,187.4,11.08623,150.2,150.6,1
1344860,20/06/2023 16:51:50,195.5,13.16233,150.3,150.1,1
1344861,20/06/2023 16:52:50,163.5,7.653068,150.2,149.7,1
1344862,20/06/2023 16:53:50,192.1,12.40278,150.4,149.6,1
1344863,20/06/2023 16:54:50,198.4,13.98264,150.7,150.3,1
1344864,20/06/2023 16:55:50,200.5,14.54543,150.5,150.4,1
1344865,20/06/2023 16:56:50,201.4,14.79282,150.2,150.1,1
1344866,20/06/2023 16:57:50,201.7,14.88108,149.8,150.0,1
1344867,20/06/2023 16:58:50,201.9,14.93171,149.8,149.6,1
1344868,20/06/2023 16:59:50,201.7,14.90278,149.7,150.4,1
1344869,20/06/2023 17:00:50,201.9,14.95197,149.8,150.2,1
1344870,20/06/2023 17:01:50,202.0,15.0026,150.0,149.7,1
1344871,20/06/2023 17:02:50,202.2,15.02431,150.2,149.7,1
1344872,20/06/2023 17:03:50,189.1,10.5408,150.5,150.3,1
1344873,20/06/2023 17:04:50,181.2,24.58594,150.4,150.4,1
1344874,20/06/2023 17:05:50,179.4,24.39352,150.7,150.0,1
1344875,20/06/2023 17:06:50,174.8,24.41377,150.6,149.7,1
1344876,20/06/2023 17:07:50,169.4,24.42824,150.7,149.6,1
1344877,20/06/2023 17:08:50,166.0,24.72483,150.2,149.6,1
1344878,20/06/2023 17:09:50,160.7,24.50926,149.8,150.3,1
1344879,20/06/2023 17:10:50,157.0,24.79861,149.8,150.5,1
1344880,20/06/2023 17:11:50,153.1,24.71036,149.7,150.4,1
1344881,20/06/2023 17:12:50,149.4,24.50347,149.8,150.0,1
1344882,20/06/2023 17:13:50,146.9,24.76823,149.8,149.8,1
1344883,20/06/2023 17:14:50,142.9,24.36748,150.0,149.7,1
1344884,20/06/2023 17:15:50,140.4,24.3588,150.0,149.6,1
1344885,20/06/2023 17:16:50,136.0,24.40799,150.5,150.0,1
1344886,20/06/2023 17:17:50,133.8,24.41377,150.5,150.2,1
1344887,20/06/2023 17:18:50,129.9,24.39207,150.5,150.4,1
1344888,20/06/2023 17:19:50,128.0,24.36892,150.5,150.3,1
1344889,20/06/2023 17:20:50,126.9,24.52951,150.7,150.3,1
1344890,20/06/2023 17:21:50,126.1,24.37471,150.5,150.1,1
1344891,20/06/2023 17:22:50,124.5,24.41377,149.7,150.0,1
1344892,20/06/2023 17:23:50,122.5,24.39786,149.8,149.9,1
1344893,20/06/2023 17:24:50,120.3,24.38339,150.1,149.7,1
1344894,20/06/2023 17:25:50,118.2,24.45573,150.1,149.7,1
1344895,20/06/2023 17:26:50,38.8,18.25781,150.6,149.6,1
1344896,20/06/2023 17:27:50,35.9,10.99219,150.7,149.7,1
1344897,20/06/2023 17:28:50,35.4,11.73872,150.3,150.2,1
1344898,20/06/2023 17:29:50,35.3,17.76591,150.3,150.1,1
1344899,20/06/2023 17:30:50,35.1,14.34867,150.6,150.4,1
1344900,20/06/2023 17:31:50,42.4,-0.9348958,150.5,150.4,1
1344901,20/06/2023 17:32:50,42.2,-0.9088542,149.9,150.4,0
1344902,20/06/2023 17:33:50,41.8,-0.7960069,149.8,150.4,0
1344903,20/06/2023 17:34:50,50.5,-0.542824,149.8,150.4,0
1344904,20/06/2023 17:35:50,49.3,-0.5298033,149.8,150.4,0
1344905,20/06/2023 17:36:50,62.2,-0.4184028,149.8,150.2,0
1344906,20/06/2023 17:37:50,101.8,-0.3156829,149.7,149.9,0
1344907,20/06/2023 17:38:50,112.1,0.2876158,149.8,149.7,1
1344908,20/06/2023 17:39:50,138.2,2.929398,149.8,149.9,1
1344909,20/06/2023 17:40:50,165.9,6.573785,149.8,150.4,1
1344910,20/06/2023 17:41:50,183.3,10.11835,149.8,150.1,1
1344911,20/06/2023 17:42:50,193.0,12.48524,149.8,149.9,1
1344912,20/06/2023 17:43:50,198.1,13.77865,149.8,149.6,1
1344913,20/06/2023 17:44:50,186.0,10.94444,149.8,150.2,1
1344914,20/06/2023 17:45:50,196.6,13.54282,149.8,150.4,1
1344915,20/06/2023 17:46:50,200.5,14.55122,149.7,150.0,1
1344916,20/06/2023 17:47:50,201.3,14.76968,149.7,149.7,1
1344917,20/06/2023 17:48:50,201.6,14.83623,149.8,150.4,1
1344918,20/06/2023 17:49:50,201.7,14.8912,149.8,150.0,1
1344919,20/06/2023 17:50:50,201.8,14.92159,149.8,149.7,1
1344920,20/06/2023 17:51:50,201.3,14.87674,149.8,150.1,1
1344921,20/06/2023 17:52:50,202.3,15.08507,149.8,150.4,1
1344922,20/06/2023 17:53:50,202.2,15.04745,149.8,149.9,1
1344923,20/06/2023 17:54:50,201.3,15.04311,149.8,149.6,1
1344924,20/06/2023 17:55:50,179.2,24.28646,149.8,150.0,1
1344925,20/06/2023 17:56:50,178.9,24.36169,149.8,150.3,1
1344926,20/06/2023 17:57:50,175.6,24.34722,149.8,150.3,1
1344927,20/06/2023 17:58:50,170.6,24.35446,149.9,150.0,1
1344928,20/06/2023 17:59:50,166.9,24.36603,149.9,149.7,1
1344929,20/06/2023 18:00:50,163.5,24.40654,149.9,149.8,1
1344930,20/06/2023 18:01:50,160.1,24.37471,149.9,150.2,1
1344931,20/06/2023 18:02:50,158.4,24.38484,150.0,150.4,1
1344932,20/06/2023 18:03:50,154.8,24.4022,150.1,150.2,1
1344933,20/06/2023 18:04:50,151.9,24.32552,150.1,150.0,1
1344934,20/06/2023 18:05:50,148.2,24.3805,150.3,149.6,1
1344935,20/06/2023 18:06:50,145.7,24.38339,150.2,149.6,1
1344936,20/06/2023 18:07:50,142.4,23.88715,150.5,150.3,1
1344937,20/06/2023 18:08:50,139.7,24.14323,150.7,150.4,1
1344938,20/06/2023 18:09:50,137.1,24.41233,150.6,150.3,1
1344939,20/06/2023 18:10:50,134.6,24.40075,150.4,150.2,1
1344940,20/06/2023 18:11:50,132.0,24.38339,150.7,149.9,1
1344941,20/06/2023 18:12:50,129.8,24.36892,150.6,150.0,1
1344942,20/06/2023 18:13:50,127.4,24.36024,150.7,149.8,1
1344943,20/06/2023 18:14:50,125.1,24.37326,150.6,149.8,1
1344944,20/06/2023 18:15:50,122.9,24.41811,150.5,149.7,1
1344945,20/06/2023 18:16:50,120.7,24.4022,149.8,149.8,1
1344946,20/06/2023 18:17:50,38.9,22.46065,149.8,150.4,1
1344947,20/06/2023 18:18:50,36.2,18.3099,149.7,150.2,1
1344948,20/06/2023 18:19:50,35.1,15.08507,149.7,150.1,1
1344949,20/06/2023 18:20:50,34.8,13.33449,149.8,150.1,1
1344950,20/06/2023 18:21:50,34.7,11.65191,149.8,149.9,1
1344951,20/06/2023 18:22:50,39.8,-0.3764467,149.8,149.7,1
1344952,20/06/2023 18:23:50,41.6,-0.9291088,149.9,149.7,0
1344953,20/06/2023 18:24:50,41.2,-0.9262153,149.9,149.6,0
1344954,20/06/2023 18:25:50,47.4,-0.5558449,149.9,149.8,0
1344955,20/06/2023 18:26:50,47.4,-0.6325231,150.2,149.8,0
1344956,20/06/2023 18:27:50,47.2,-0.5457176,150.0,150.4,0
1344957,20/06/2023 18:28:50,47.5,-0.3967014,150.0,150.4,0
1344958,20/06/2023 18:29:50,107.4,-0.4024884,150.4,150.1,1
1344959,20/06/2023 18:30:50,135.0,2.631366,150.4,149.7,1
1344960,20/06/2023 18:31:50,163.7,6.203414,150.4,149.7,1
1344961,20/06/2023 18:32:50,181.6,9.714699,150.5,150.4,1
1344962,20/06/2023 18:33:50,192.1,12.24798,150.3,149.9,1
1344963,20/06/2023 18:34:50,197.6,13.72077,150.4,149.6,1
1344964,20/06/2023 18:35:50,184.8,10.78675,150.5,150.6,1
1344965,20/06/2023 18:36:50,196.4,13.43142,150.4,150.5,1
1344966,20/06/2023 18:37:50,199.7,14.30816,150.2,150.0,1
1344967,20/06/2023 18:38:50,200.9,14.64236,150.0,149.6,1
1344968,20/06/2023 18:39:50,201.5,14.82176,150.1,149.7,1
1344969,20/06/2023 18:40:50,201.8,14.95197,150.0,150.4,1
1344970,20/06/2023 18:41:50,201.7,14.89699,150.0,150.0,1
1344971,20/06/2023 18:42:50,201.9,14.95197,150.0,149.7,1
1344972,20/06/2023 18:43:50,201.9,14.95486,149.9,149.9,1
1344973,20/06/2023 18:44:50,201.9,14.95341,150.1,150.4,1
1344974,20/06/2023 18:45:50,202.1,14.52807,150.1,150.1,1
1344975,20/06/2023 18:46:50,181.8,24.35735,150.1,149.7,1
1344976,20/06/2023 18:47:50,180.8,24.39496,150.1,149.6,1
1344977,20/06/2023 18:48:50,176.9,24.38629,150.1,150.1,1
1344978,20/06/2023 18:49:50,172.7,24.31973,150.3,150.4,1
1344979,20/06/2023 18:50:50,169.5,24.39496,150.3,150.3,1
1344980,20/06/2023 18:51:50,166.4,24.37182,150.3,149.9,1
1344981,20/06/2023 18:52:50,162.9,24.41522,150.4,149.6,1
1344982,20/06/2023 18:53:50,159.3,24.38773,150.4,149.7,1
1344983,20/06/2023 18:54:50,155.6,24.36169,150.6,150.4,1
1344984,20/06/2023 18:55:50,152.5,24.37616,150.6,150.2,1
1344985,20/06/2023 18:56:50,149.2,24.36024,150.5,149.8,1
1344986,20/06/2023 18:57:50,146.5,24.36748,150.4,149.7,1
1344987,20/06/2023 18:58:50,143.2,24.42245,149.7,149.8,1
1344988,20/06/2023 18:59:50,140.7,24.39063,149.8,150.2,1
1344989,20/06/2023 19:00:50,137.8,24.38339,149.8,150.4,1
1344990,20/06/2023 19:01:50,135.0,24.36603,150.1,150.4,1
1344991,20/06/2023 19:02:50,132.5,24.35735,150.3,150.2,1
1344992,20/06/2023 19:03:50,130.1,24.30382,150.6,150.0,1
1344993,20/06/2023 19:04:50,127.5,24.35735,150.5,149.8,1
1344994,20/06/2023 19:05:50,125.4,24.39207,150.4,149.7,1
1344995,20/06/2023 19:06:50,123.0,24.42824,150.6,149.6,1
1344996,20/06/2023 19:07:50,120.9,24.32841,150.6,149.8,1
1344997,20/06/2023 19:08:50,40.6,21.7662,150.3,150.4,1
1344998,20/06/2023 19:09:50,36.4,15.2934,149.8,150.4,1
1344999,20/06/2023 19:10:50,35.3,13.54427,149.9,150.3,1
1345000,20/06/2023 19:11:50,35.0,14.62934,149.8,150.3,1
